GEOID20,NAME,Estimate_Total,MoE_Total,Estimate_Total_Not_Hispanic_or_Latino,MoE_Total_Not_Hispanic_or_Latino,Estimate_Total_Not_Hispanic_or_Latino_White_alone,MoE_Total_Not_Hispanic_or_Latino_White_alone,Estimate_Total_Not_Hispanic_or_Latino_Black_or_African_American_alone,MoE_Total_Not_Hispanic_or_Latino_Black_or_African_American_alone,Estimate_Total_Not_Hispanic_or_Latino_American_Indian_and_Alaska_Native_alone,MoE_Total_Not_Hispanic_or_Latino_American_Indian_and_Alaska_Native_alone,Estimate_Total_Not_Hispanic_or_Latino_Asian_alone,MoE_Total_Not_Hispanic_or_Latino_Asian_alone,Estimate_Total_Not_Hispanic_or_Latino_Native_Hawaiian_and_Other_Pacific_Islander_alone,MoE_Total_Not_Hispanic_or_Latino_Native_Hawaiian_and_Other_Pacific_Islander_alone,Estimate_Total_Not_Hispanic_or_Latino_Some_other_race_alone,MoE_Total_Not_Hispanic_or_Latino_Some_other_race_alone,Estimate_Total_Not_Hispanic_or_Latino_Two_or_more_races,MoE_Total_Not_Hispanic_or_Latino_Two_or_more_races,Estimate_Total_Not_Hispanic_or_Latino_Two_or_more_races_Two_races_including_Some_other_race,MoE_Total_Not_Hispanic_or_Latino_Two_or_more_races_Two_races_including_Some_other_race,"Estimate_Total_Not_Hispanic_or_Latino_Two_or_more_races_Two_races_excluding_Some_other_race,_and_three_or_more_races","MoE_Total_Not_Hispanic_or_Latino_Two_or_more_races_Two_races_excluding_Some_other_race,_and_three_or_more_races",Estimate_Total_Hispanic_or_Latino,MoE_Total_Hispanic_or_Latino,Estimate_Total_Hispanic_or_Latino_White_alone,MoE_Total_Hispanic_or_Latino_White_alone,Estimate_Total_Hispanic_or_Latino_Black_or_African_American_alone,MoE_Total_Hispanic_or_Latino_Black_or_African_American_alone,Estimate_Total_Hispanic_or_Latino_American_Indian_and_Alaska_Native_alone,MoE_Total_Hispanic_or_Latino_American_Indian_and_Alaska_Native_alone,Estimate_Total_Hispanic_or_Latino_Asian_alone,MoE_Total_Hispanic_or_Latino_Asian_alone,Estimate_Total_Hispanic_or_Latino_Native_Hawaiian_and_Other_Pacific_Islander_alone,MoE_Total_Hispanic_or_Latino_Native_Hawaiian_and_Other_Pacific_Islander_alone,Estimate_Total_Hispanic_or_Latino_Some_other_race_alone,MoE_Total_Hispanic_or_Latino_Some_other_race_alone,Estimate_Total_Hispanic_or_Latino_Two_or_more_races,MoE_Total_Hispanic_or_Latino_Two_or_more_races,Estimate_Total_Hispanic_or_Latino_Two_or_more_races_Two_races_including_Some_other_race,MoE_Total_Hispanic_or_Latino_Two_or_more_races_Two_races_including_Some_other_race,"Estimate_Total_Hispanic_or_Latino_Two_or_more_races_Two_races_excluding_Some_other_race,_and_three_or_more_races","MoE_Total_Hispanic_or_Latino_Two_or_more_races_Two_races_excluding_Some_other_race,_and_three_or_more_races"
1500000US360810259001,"Block Group 1, Census Tract 259, Queens County, New York",2337,571,1348,323,509,222,0,12,0,12,816,273,0,12,0,12,23,24,11,18,12,16,989,539,638,414,0,12,0,12,0,12,0,12,103,87,248,280,248,280,0,12
1500000US360810259002,"Block Group 2, Census Tract 259, Queens County, New York",935,296,486,192,48,41,0,12,0,12,420,181,0,12,0,12,18,28,0,12,18,28,449,238,296,200,11,17,0,12,0,12,0,12,23,35,119,114,86,101,33,50
1500000US360810260001,"Block Group 1, Census Tract 260, Queens County, New York",912,246,754,217,31,51,695,207,0,12,28,44,0,12,0,12,0,12,0,12,0,12,158,147,17,24,0,12,0,12,0,12,0,12,141,152,0,12,0,12,0,12
1500000US360810260002,"Block Group 2, Census Tract 260, Queens County, New York",1752,489,1680,508,4,8,1075,415,9,13,369,247,0,12,184,158,39,60,39,60,0,12,72,70,5,8,0,12,0,12,0,12,0,12,67,70,0,12,0,12,0,12
1500000US360810261001,"Block Group 1, Census Tract 261, Queens County, New York",1276,503,609,354,151,153,0,12,0,12,438,292,0,12,0,12,20,31,0,12,20,31,667,508,536,493,0,12,0,12,0,12,0,12,131,199,0,12,0,12,0,12
1500000US360810261002,"Block Group 2, Census Tract 261, Queens County, New York",1900,725,1058,495,0,12,0,12,0,12,1036,494,0,12,0,12,22,35,0,12,22,35,842,540,564,530,114,184,0,12,0,12,0,12,97,150,67,108,67,108,0,12
1500000US360810261003,"Block Group 3, Census Tract 261, Queens County, New York",2217,599,928,408,147,110,82,100,0,12,685,401,0,12,14,23,0,12,0,12,0,12,1289,525,509,472,92,126,0,12,0,12,0,12,202,184,486,356,386,388,100,170
1500000US360810261004,"Block Group 4, Census Tract 261, Queens County, New York",1156,453,930,419,357,237,0,12,0,12,526,370,0,12,20,31,27,46,0,12,27,46,226,167,72,79,0,12,0,12,0,12,0,12,140,161,14,21,14,21,0,12
1500000US360810262001,"Block Group 1, Census Tract 262, Queens County, New York",1365,263,1129,279,16,19,974,245,0,12,121,130,0,12,0,12,18,30,5,9,13,29,236,140,17,22,6,13,0,12,0,12,0,12,157,132,56,65,40,61,16,22
1500000US360810263001,"Block Group 1, Census Tract 263, Queens County, New York",1325,452,1162,472,91,91,40,63,0,12,998,460,0,12,0,12,33,54,0,12,33,54,163,167,130,161,0,12,0,12,0,12,0,12,33,49,0,12,0,12,0,12
1500000US360810263002,"Block Group 2, Census Tract 263, Queens County, New York",2403,695,2141,648,265,152,0,12,0,12,1876,675,0,12,0,12,0,12,0,12,0,12,262,214,153,161,0,12,0,12,27,43,0,12,0,12,82,119,82,119,0,12
1500000US360810263003,"Block Group 3, Census Tract 263, Queens County, New York",1838,862,1178,556,463,333,0,12,0,12,621,398,0,12,0,12,94,155,0,12,94,155,660,559,591,561,0,12,0,12,51,85,0,12,18,30,0,12,0,12,0,12
1500000US360810264001,"Block Group 1, Census Tract 264, Queens County, New York",1102,252,821,221,15,14,538,192,0,12,167,83,0,12,40,59,61,79,55,79,6,11,281,142,8,15,93,85,0,12,0,12,0,12,173,128,7,21,7,21,0,12
1500000US360810264002,"Block Group 2, Census Tract 264, Queens County, New York",1316,254,1000,208,0,12,825,196,0,12,101,82,0,12,70,74,4,8,0,12,4,8,316,165,0,12,17,28,0,12,0,12,0,12,278,159,21,32,21,32,0,12
1500000US360810265011,"Block Group 1, Census Tract 265.01, Queens County, New York",1456,426,1292,432,339,329,0,12,0,12,929,248,0,12,0,12,24,35,0,12,24,35,164,141,146,124,0,12,0,12,0,12,0,12,18,26,0,12,0,12,0,12
1500000US360810265012,"Block Group 2, Census Tract 265.01, Queens County, New York",1106,292,854,266,135,87,29,31,0,12,625,203,0,12,0,12,65,92,0,12,65,92,252,155,88,81,0,12,0,12,0,12,0,12,164,144,0,12,0,12,0,12
1500000US360810265021,"Block Group 1, Census Tract 265.02, Queens County, New York",1135,331,771,247,29,25,0,12,0,12,673,225,0,12,14,22,55,78,0,12,55,78,364,286,321,282,0,12,0,12,0,12,0,12,43,57,0,12,0,12,0,12
1500000US360810266001,"Block Group 1, Census Tract 266, Queens County, New York",1719,425,1480,372,27,40,1314,351,0,12,99,100,0,12,7,9,33,51,33,51,0,12,239,160,30,28,72,71,0,12,0,12,0,12,81,86,56,83,56,83,0,12
1500000US360810267001,"Block Group 1, Census Tract 267, Queens County, New York",1695,482,556,252,70,100,52,53,0,12,419,233,0,12,0,12,15,19,9,15,6,12,1139,406,172,144,30,42,0,12,0,12,0,12,876,419,61,67,34,55,27,35
1500000US360810267002,"Block Group 2, Census Tract 267, Queens County, New York",1280,444,916,387,140,149,4,4,10,18,729,349,0,12,0,12,33,42,0,12,33,42,364,319,21,24,0,12,0,12,173,265,0,12,170,166,0,12,0,12,0,12
1500000US360810267003,"Block Group 3, Census Tract 267, Queens County, New York",1861,468,1305,369,48,41,34,45,0,12,1223,359,0,12,0,12,0,12,0,12,0,12,556,341,173,163,0,12,0,12,0,12,0,12,383,306,0,12,0,12,0,12
1500000US360810269011,"Block Group 1, Census Tract 269.01, Queens County, New York",2039,708,558,280,82,55,19,31,0,12,457,248,0,12,0,12,0,12,0,12,0,12,1481,649,111,90,4,8,0,12,0,12,0,12,1279,650,87,125,87,125,0,12
1500000US360810269012,"Block Group 2, Census Tract 269.01, Queens County, New York",1233,299,501,251,137,141,0,12,0,12,364,214,0,12,0,12,0,12,0,12,0,12,732,300,158,120,6,9,0,12,0,12,0,12,550,303,18,25,18,25,0,12
1500000US360810269013,"Block Group 3, Census Tract 269.01, Queens County, New York",938,338,262,198,46,54,0,12,0,12,216,186,0,12,0,12,0,12,0,12,0,12,676,351,279,269,0,12,46,72,0,12,0,12,351,227,0,12,0,12,0,12
1500000US360810269014,"Block Group 4, Census Tract 269.01, Queens County, New York",895,498,540,311,0,12,0,12,0,12,540,311,0,12,0,12,0,12,0,12,0,12,355,378,115,185,0,12,0,12,0,12,0,12,240,300,0,12,0,12,0,12
1500000US360810269021,"Block Group 1, Census Tract 269.02, Queens County, New York",1820,471,980,361,147,89,30,25,0,12,803,344,0,12,0,12,0,12,0,12,0,12,840,352,163,112,21,32,0,12,0,12,0,12,590,332,66,67,66,67,0,12
1500000US360810269022,"Block Group 2, Census Tract 269.02, Queens County, New York",1632,400,1137,358,54,50,8,12,0,12,1049,346,0,12,10,15,16,25,16,25,0,12,495,319,142,119,0,12,0,12,22,33,0,12,292,267,39,48,39,48,0,12
1500000US360810270001,"Block Group 1, Census Tract 270, Queens County, New York",2002,553,1627,395,275,296,1264,271,0,12,41,49,0,12,0,12,47,47,10,19,37,42,375,275,150,208,10,18,0,12,0,12,0,12,215,186,0,12,0,12,0,12
1500000US360810271011,"Block Group 1, Census Tract 271.01, Queens County, New York",1558,711,524,425,0,12,5,38,0,12,519,438,0,12,0,12,0,12,0,12,0,12,1034,638,218,280,0,12,0,12,0,12,0,12,474,365,342,504,342,504,0,12
1500000US360810271012,"Block Group 2, Census Tract 271.01, Queens County, New York",1473,745,932,617,0,12,0,12,0,12,889,606,0,12,31,54,12,30,6,16,6,15,541,331,106,143,0,12,0,12,0,12,0,12,435,328,0,12,0,12,0,12
1500000US360810271013,"Block Group 3, Census Tract 271.01, Queens County, New York",2259,878,1915,942,120,101,10,15,0,12,1724,933,0,12,0,12,61,94,61,94,0,12,344,326,149,184,0,12,0,12,0,12,0,12,160,235,35,68,0,12,35,68
1500000US360810271021,"Block Group 1, Census Tract 271.02, Queens County, New York",2218,635,212,194,76,111,35,57,0,12,101,157,0,12,0,12,0,12,0,12,0,12,2006,642,592,420,81,125,0,12,0,12,0,12,1333,698,0,12,0,12,0,12
1500000US360810271022,"Block Group 2, Census Tract 271.02, Queens County, New York",1122,434,552,240,138,82,17,27,0,12,397,242,0,12,0,12,0,12,0,12,0,12,570,439,141,226,34,40,0,12,0,12,0,12,395,413,0,12,0,12,0,12
1500000US360810272001,"Block Group 1, Census Tract 272, Queens County, New York",965,312,820,237,0,12,523,189,0,12,290,252,0,12,0,12,7,31,0,12,7,31,145,202,0,12,7,12,0,12,0,12,0,12,138,201,0,12,0,12,0,12
1500000US360810272002,"Block Group 2, Census Tract 272, Queens County, New York",1085,376,810,335,20,23,770,331,0,12,0,12,0,12,5,8,15,23,0,12,15,23,275,196,0,12,117,114,0,12,0,12,0,12,131,149,27,47,0,12,27,47
1500000US360810273011,"Block Group 1, Census Tract 273.01, Queens County, New York",1132,490,194,138,0,12,16,26,0,12,178,136,0,12,0,12,0,12,0,12,0,12,938,527,395,481,0,12,0,12,0,12,0,12,518,340,25,41,25,41,0,12
1500000US360810273012,"Block Group 2, Census Tract 273.01, Queens County, New York",1502,729,143,197,0,12,0,12,0,12,143,197,0,12,0,12,0,12,0,12,0,12,1359,749,1126,724,0,12,0,12,0,12,0,12,233,198,0,12,0,12,0,12
1500000US360810273021,"Block Group 1, Census Tract 273.02, Queens County, New York",746,565,665,557,98,84,509,563,0,12,58,68,0,12,0,12,0,12,0,12,0,12,81,110,62,103,0,12,0,12,0,12,0,12,0,12,19,29,19,29,0,12
1500000US360810273022,"Block Group 2, Census Tract 273.02, Queens County, New York",1191,399,233,170,28,42,63,102,0,12,142,139,0,12,0,12,0,12,0,12,0,12,958,403,317,294,0,12,0,12,52,88,0,12,589,321,0,12,0,12,0,12
1500000US360810273023,"Block Group 3, Census Tract 273.02, Queens County, New York",2663,898,230,204,0,12,0,12,0,12,230,204,0,12,0,12,0,12,0,12,0,12,2433,896,1926,871,51,69,4,7,0,12,0,12,422,300,30,46,0,12,30,46
1500000US360810274001,"Block Group 1, Census Tract 274, Queens County, New York",1688,408,1397,379,0,12,1129,369,0,12,117,129,0,12,151,213,0,12,0,12,0,12,291,245,45,67,12,18,0,12,0,12,0,12,234,242,0,12,0,12,0,12
1500000US360810275001,"Block Group 1, Census Tract 275, Queens County, New York",1436,360,934,348,292,216,118,95,0,12,524,251,0,12,0,12,0,12,0,12,0,12,502,227,411,218,0,12,0,12,15,28,0,12,30,64,46,72,46,72,0,12
1500000US360810275002,"Block Group 2, Census Tract 275, Queens County, New York",2509,959,395,283,155,199,0,12,0,12,240,200,0,12,0,12,0,12,0,12,0,12,2114,904,1480,785,0,12,0,12,0,12,0,12,356,426,278,386,278,386,0,12
1500000US360810275003,"Block Group 3, Census Tract 275, Queens County, New York",2380,1100,307,249,51,83,117,190,0,12,139,156,0,12,0,12,0,12,0,12,0,12,2073,1046,481,347,0,12,0,12,0,12,0,12,1491,1109,101,134,46,73,55,110
1500000US360810276001,"Block Group 1, Census Tract 276, Queens County, New York",1455,418,1440,416,58,62,1177,453,0,12,66,91,0,12,125,164,14,18,14,18,0,12,15,16,0,12,0,12,0,12,0,12,0,12,8,12,7,11,0,12,7,11
1500000US360810277011,"Block Group 1, Census Tract 277.01, Queens County, New York",1177,675,124,137,8,14,0,12,0,12,35,55,0,12,81,125,0,12,0,12,0,12,1053,646,57,71,0,12,0,12,0,12,0,12,722,312,274,439,274,439,0,12
1500000US360810277012,"Block Group 2, Census Tract 277.01, Queens County, New York",2474,710,851,340,108,114,0,12,0,12,721,309,0,12,22,35,0,12,0,12,0,12,1623,670,758,475,0,12,0,12,0,12,0,12,767,530,98,157,98,157,0,12
1500000US360810277021,"Block Group 1, Census Tract 277.02, Queens County, New York",708,302,590,250,66,45,69,70,0,12,398,227,0,12,0,12,57,43,11,18,46,44,118,153,32,77,23,37,38,59,0,12,0,12,12,22,13,31,0,12,13,31
1500000US360810277022,"Block Group 2, Census Tract 277.02, Queens County, New York",1306,498,248,124,60,61,0,12,0,12,161,115,0,12,0,12,27,43,0,12,27,43,1058,517,616,385,0,12,44,68,0,12,0,12,379,343,19,29,19,29,0,12
1500000US360810277023,"Block Group 3, Census Tract 277.02, Queens County, New York",2176,740,757,356,180,160,41,63,0,12,536,310,0,12,0,12,0,12,0,12,0,12,1419,724,942,498,0,12,0,12,0,12,0,12,449,534,28,46,28,46,0,12
1500000US360810278001,"Block Group 1, Census Tract 278, Queens County, New York",630,185,513,184,10,15,478,185,0,12,0,12,0,12,0,12,25,36,0,12,25,36,117,84,33,53,17,25,0,12,0,12,0,12,67,76,0,12,0,12,0,12
1500000US360810278002,"Block Group 2, Census Tract 278, Queens County, New York",1708,273,1367,315,0,12,1361,315,0,12,6,8,0,12,0,12,0,12,0,12,0,12,341,181,136,102,17,19,0,12,0,12,0,12,54,42,134,152,108,145,26,39
1500000US360810279001,"Block Group 1, Census Tract 279, Queens County, New York",1507,487,884,364,522,253,127,133,0,12,235,303,0,12,0,12,0,12,0,12,0,12,623,430,448,454,43,50,0,12,0,12,0,12,105,75,27,46,0,12,27,46
1500000US360810279002,"Block Group 2, Census Tract 279, Queens County, New York",2772,1040,218,177,108,91,1,4,0,12,18,28,0,12,82,130,9,21,0,12,9,21,2554,976,1126,799,0,12,0,12,0,12,0,12,607,667,821,770,821,770,0,12
1500000US360810279003,"Block Group 3, Census Tract 279, Queens County, New York",1256,428,310,209,200,177,0,12,0,12,110,118,0,12,0,12,0,12,0,12,0,12,946,379,575,336,58,56,0,12,0,12,0,12,291,334,22,36,0,12,22,36
1500000US360810279004,"Block Group 4, Census Tract 279, Queens County, New York",674,290,371,171,340,169,0,12,0,12,31,50,0,12,0,12,0,12,0,12,0,12,303,255,122,113,0,12,0,12,0,12,0,12,168,235,13,14,13,14,0,12
1500000US360810280001,"Block Group 1, Census Tract 280, Queens County, New York",1589,318,1403,261,23,34,1297,235,0,12,71,113,0,12,0,12,12,12,0,12,12,12,186,189,26,38,22,19,0,12,0,12,0,12,130,181,8,11,8,11,0,12
1500000US360810281001,"Block Group 1, Census Tract 281, Queens County, New York",1811,655,449,321,387,319,0,12,0,12,37,48,0,12,0,12,25,40,0,12,25,40,1362,599,1255,622,0,12,0,12,0,12,0,12,10,18,97,123,69,109,28,51
1500000US360810281002,"Block Group 2, Census Tract 281, Queens County, New York",1417,480,780,390,461,212,6,22,0,12,44,50,70,101,0,12,199,205,0,12,199,205,637,297,333,246,0,12,7,24,0,12,0,12,218,265,79,93,79,93,0,12
1500000US360810281003,"Block Group 3, Census Tract 281, Queens County, New York",1171,341,853,304,550,268,0,12,0,12,303,169,0,12,0,12,0,12,0,12,0,12,318,225,130,110,0,12,0,12,0,12,46,68,17,27,125,194,125,194,0,12
1500000US360810281004,"Block Group 4, Census Tract 281, Queens County, New York",994,336,473,198,336,159,0,12,0,12,116,99,0,12,0,12,21,34,0,12,21,34,521,283,387,265,15,24,0,12,0,12,0,12,74,99,45,45,27,33,18,30
1500000US360810282001,"Block Group 1, Census Tract 282, Queens County, New York",1935,466,1868,458,23,34,1605,486,0,12,70,52,0,12,127,136,43,55,0,12,43,55,67,74,14,15,5,9,0,12,0,12,0,12,48,71,0,12,0,12,0,12
1500000US360810283001,"Block Group 1, Census Tract 283, Queens County, New York",922,519,575,464,173,145,44,53,0,12,323,423,0,12,0,12,35,42,0,12,35,42,347,263,215,235,0,12,0,12,0,12,0,12,113,120,19,31,0,12,19,31
1500000US360810283002,"Block Group 2, Census Tract 283, Queens County, New York",2035,896,1423,865,663,227,0,12,0,12,156,146,0,12,0,12,604,814,0,12,604,814,612,321,289,241,0,12,0,12,12,21,0,12,200,146,111,120,111,120,0,12
1500000US360810283003,"Block Group 3, Census Tract 283, Queens County, New York",1340,682,342,188,141,90,31,52,0,12,150,136,0,12,0,12,20,35,0,12,20,35,998,661,728,595,0,12,0,12,84,154,0,12,133,178,53,62,34,54,19,30
1500000US360810283004,"Block Group 4, Census Tract 283, Queens County, New York",1112,363,228,145,160,128,0,12,0,12,51,42,0,12,0,12,17,30,0,12,17,30,884,400,566,414,0,12,13,22,18,30,0,12,186,241,101,147,0,12,101,147
1500000US360810283005,"Block Group 5, Census Tract 283, Queens County, New York",1875,487,765,245,465,197,0,12,23,43,243,149,0,12,12,19,22,39,0,12,22,39,1110,467,559,380,39,63,0,12,21,42,36,60,422,312,33,53,33,53,0,12
1500000US360810284001,"Block Group 1, Census Tract 284, Queens County, New York",2810,676,2736,662,7,12,2589,653,0,12,11,17,0,12,0,12,129,177,129,177,0,12,74,59,0,12,0,12,0,12,0,12,0,12,63,53,11,22,11,22,0,12
1500000US360810284002,"Block Group 2, Census Tract 284, Queens County, New York",1244,422,1138,407,18,29,917,372,0,12,67,96,0,12,105,160,31,49,31,49,0,12,106,144,106,144,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360810285001,"Block Group 1, Census Tract 285, Queens County, New York",674,300,379,191,263,116,0,12,0,12,96,155,0,12,0,12,20,33,20,33,0,12,295,220,276,217,19,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360810285002,"Block Group 2, Census Tract 285, Queens County, New York",1121,333,1079,325,686,278,20,46,0,12,312,153,0,12,0,12,61,81,0,12,61,81,42,68,0,12,0,12,0,12,0,12,0,12,32,65,10,16,10,16,0,12
1500000US360810285003,"Block Group 3, Census Tract 285, Queens County, New York",1997,893,867,255,557,250,0,12,0,12,301,156,0,12,0,12,9,15,0,12,9,15,1130,869,528,516,0,12,0,12,0,12,0,12,138,123,464,705,464,705,0,12
1500000US360810285004,"Block Group 4, Census Tract 285, Queens County, New York",1008,369,355,168,168,104,14,28,0,12,143,106,0,12,0,12,30,59,0,12,30,59,653,327,454,297,0,12,11,17,0,12,0,12,104,111,84,68,44,36,40,73
1500000US360810287001,"Block Group 1, Census Tract 287, Queens County, New York",1515,432,876,387,701,384,0,12,0,12,175,167,0,12,0,12,0,12,0,12,0,12,639,344,420,292,0,12,0,12,0,12,0,12,188,180,31,34,16,22,15,25
1500000US360810287002,"Block Group 2, Census Tract 287, Queens County, New York",586,204,506,196,267,115,35,39,0,12,114,91,0,12,0,12,90,121,0,12,90,121,80,91,37,46,0,12,0,12,0,12,0,12,43,78,0,12,0,12,0,12
1500000US360810287003,"Block Group 3, Census Tract 287, Queens County, New York",1953,401,1181,359,670,221,26,37,0,12,472,267,0,12,0,12,13,23,0,12,13,23,772,318,358,184,0,12,0,12,0,12,0,12,255,234,159,150,159,150,0,12
1500000US360810287004,"Block Group 4, Census Tract 287, Queens County, New York",2408,987,1619,954,466,221,0,12,0,12,926,893,0,12,0,12,227,317,0,12,227,317,789,359,376,321,0,12,0,12,0,12,0,12,369,336,44,74,44,74,0,12
1500000US360810288011,"Block Group 1, Census Tract 288.01, Queens County, New York",1435,417,1220,409,25,31,1184,410,0,12,0,12,0,12,0,12,11,19,0,12,11,19,215,171,127,151,70,89,0,12,0,12,0,12,18,27,0,12,0,12,0,12
1500000US360810288012,"Block Group 2, Census Tract 288.01, Queens County, New York",1277,474,1243,457,8,14,764,337,0,12,263,317,0,12,97,118,111,146,100,146,11,17,34,45,0,12,34,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360810288021,"Block Group 1, Census Tract 288.02, Queens County, New York",1182,488,758,226,7,11,450,171,0,12,246,178,0,12,33,38,22,30,16,27,6,12,424,473,240,385,14,22,0,12,0,12,0,12,170,246,0,12,0,12,0,12
1500000US360810288022,"Block Group 2, Census Tract 288.02, Queens County, New York",788,268,648,240,19,21,629,243,0,12,0,12,0,12,0,12,0,12,0,12,0,12,140,144,78,124,15,24,5,7,0,12,0,12,42,70,0,12,0,12,0,12
1500000US360810288031,"Block Group 1, Census Tract 288.03, Queens County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360810289001,"Block Group 1, Census Tract 289, Queens County, New York",1041,377,629,252,219,116,0,12,0,12,410,245,0,12,0,12,0,12,0,12,0,12,412,324,412,324,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360810289002,"Block Group 2, Census Tract 289, Queens County, New York",1032,545,688,484,78,76,15,24,0,12,587,465,0,12,8,14,0,12,0,12,0,12,344,235,102,92,0,12,0,12,0,12,0,12,155,164,87,142,87,142,0,12
1500000US360810289003,"Block Group 3, Census Tract 289, Queens County, New York",3177,1148,2513,1116,1587,1105,29,34,0,12,663,237,0,12,31,46,203,171,0,12,203,171,664,301,301,233,0,12,0,12,0,12,0,12,299,190,64,103,64,103,0,12
1500000US360810291001,"Block Group 1, Census Tract 291, Queens County, New York",2159,576,1910,537,258,173,32,51,0,12,1544,527,0,12,0,12,76,118,0,12,76,118,249,255,54,64,0,12,0,12,0,12,0,12,195,248,0,12,0,12,0,12
1500000US360810291002,"Block Group 2, Census Tract 291, Queens County, New York",1138,424,933,413,103,59,0,12,28,31,699,401,0,12,0,12,103,103,103,103,0,12,205,142,138,121,0,12,35,58,0,12,0,12,32,52,0,12,0,12,0,12
1500000US360810291003,"Block Group 3, Census Tract 291, Queens County, New York",2434,685,1778,606,320,226,42,33,0,12,1353,501,0,12,0,12,63,90,57,89,6,12,656,420,448,393,17,29,0,12,0,12,0,12,137,152,54,80,5,11,49,80
1500000US360810291004,"Block Group 4, Census Tract 291, Queens County, New York",759,358,431,302,34,34,2,4,0,12,395,302,0,12,0,12,0,12,0,12,0,12,328,248,297,244,0,12,0,12,0,12,31,50,0,12,0,12,0,12,0,12
1500000US360810293001,"Block Group 1, Census Tract 293, Queens County, New York",1123,284,986,255,141,82,2,5,0,12,733,220,0,12,14,19,96,86,6,9,90,85,137,134,69,94,0,12,0,12,0,12,0,12,68,101,0,12,0,12,0,12
1500000US360810294001,"Block Group 1, Census Tract 294, Queens County, New York",2432,1118,2239,1117,0,12,2163,1111,0,12,76,121,0,12,0,12,0,12,0,12,0,12,193,299,0,12,193,299,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360810294002,"Block Group 2, Census Tract 294, Queens County, New York",477,406,477,406,0,12,448,403,0,12,29,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360810294003,"Block Group 3, Census Tract 294, Queens County, New York",588,312,573,307,38,149,465,317,0,12,70,108,0,12,0,12,0,12,0,12,0,12,15,67,0,12,0,12,0,12,0,12,0,12,15,67,0,12,0,12,0,12
1500000US360810294004,"Block Group 4, Census Tract 294, Queens County, New York",1207,485,1157,496,0,12,1157,496,0,12,0,12,0,12,0,12,0,12,0,12,0,12,50,78,0,12,50,78,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360810294005,"Block Group 5, Census Tract 294, Queens County, New York",1056,487,1041,487,0,12,952,431,0,12,0,12,0,12,0,12,89,140,0,12,89,140,15,31,0,12,0,12,0,12,0,12,0,12,15,31,0,12,0,12,0,12
1500000US360810294006,"Block Group 6, Census Tract 294, Queens County, New York",1159,572,720,385,8,13,671,378,0,12,8,17,0,12,0,12,33,40,22,38,11,11,439,428,267,412,58,58,0,12,0,12,0,12,58,86,56,62,46,55,10,24
1500000US360810295001,"Block Group 1, Census Tract 295, Queens County, New York",1572,335,1123,287,624,182,10,18,0,12,348,195,0,12,86,91,55,44,0,12,55,44,449,183,217,113,0,12,0,12,0,12,0,12,232,141,0,12,0,12,0,12
1500000US360810295002,"Block Group 2, Census Tract 295, Queens County, New York",2103,491,1648,453,475,199,34,38,0,12,877,340,0,12,13,20,249,281,0,12,249,281,455,210,315,177,0,12,0,12,0,12,0,12,12,19,128,105,86,104,42,43
1500000US360810297001,"Block Group 1, Census Tract 297, Queens County, New York",927,234,726,189,550,176,0,12,0,12,149,72,0,12,0,12,27,30,0,12,27,30,201,136,109,95,0,12,0,12,0,12,0,12,87,106,5,8,5,8,0,12
1500000US360810297002,"Block Group 2, Census Tract 297, Queens County, New York",1079,408,483,199,102,62,12,19,0,12,355,204,0,12,0,12,14,22,0,12,14,22,596,349,509,344,0,12,0,12,20,28,0,12,67,59,0,12,0,12,0,12
1500000US360810299001,"Block Group 1, Census Tract 299, Queens County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360810306001,"Block Group 1, Census Tract 306, Queens County, New York",97,87,61,56,0,12,44,43,0,12,0,12,0,12,0,12,17,25,8,18,9,18,36,46,28,35,4,9,0,12,0,12,0,12,0,12,4,8,0,12,4,8
1500000US360810306002,"Block Group 2, Census Tract 306, Queens County, New York",478,261,468,266,9,15,454,267,0,12,0,12,0,12,0,12,5,9,0,12,5,9,10,21,5,10,0,12,0,12,0,12,0,12,5,11,0,12,0,12,0,12
1500000US360810306003,"Block Group 3, Census Tract 306, Queens County, New York",1148,522,908,371,1,2,873,372,0,12,33,50,0,12,0,12,1,4,0,12,1,4,240,332,2,4,20,31,0,12,0,12,0,12,1,5,217,330,217,330,0,12
1500000US360810306004,"Block Group 4, Census Tract 306, Queens County, New York",1535,469,1362,403,27,32,1251,404,0,12,0,12,0,12,64,98,20,32,20,32,0,12,173,236,0,12,28,24,0,12,0,12,0,12,121,196,24,39,24,39,0,12
