GEO_ID,NAME,B19013_001E,B19013_001EA,B19013_001M,B19013_001MA
Geography,Geographic Area Name,Estimate!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars),Annotation of Estimate!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars),Margin of Error!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars),Annotation of Margin of Error!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)
1400000US36047023400,"Census Tract 234, Kings County, New York",26458,null,6351,null
1400000US36047023500,"Census Tract 235, Kings County, New York",50950,null,14492,null
1400000US36047023600,"Census Tract 236, Kings County, New York",28676,null,6358,null
1400000US36047023800,"Census Tract 238, Kings County, New York",39500,null,17612,null
1400000US36047024000,"Census Tract 240, Kings County, New York",37618,null,18974,null
1400000US36047024100,"Census Tract 241, Kings County, New York",67989,null,11056,null
1400000US36047024200,"Census Tract 242, Kings County, New York",54737,null,13432,null
1400000US36047024300,"Census Tract 243, Kings County, New York",61475,null,12870,null
1400000US36047024400,"Census Tract 244, Kings County, New York",51012,null,26792,null
1400000US36047024500,"Census Tract 245, Kings County, New York",90045,null,10376,null
1400000US36047024600,"Census Tract 246, Kings County, New York",57740,null,7407,null
1400000US36047024700,"Census Tract 247, Kings County, New York",52750,null,21948,null
1400000US36047024800,"Census Tract 248, Kings County, New York",63318,null,12495,null
1400000US36047024900,"Census Tract 249, Kings County, New York",76103,null,17177,null
1400000US36047025000,"Census Tract 250, Kings County, New York",54034,null,7502,null
1400000US36047025100,"Census Tract 251, Kings County, New York",48580,null,23442,null
1400000US36047025200,"Census Tract 252, Kings County, New York",57058,null,10843,null
1400000US36047025300,"Census Tract 253, Kings County, New York",72429,null,11249,null
1400000US36047025400,"Census Tract 254, Kings County, New York",48438,null,16524,null
1400000US36047025500,"Census Tract 255, Kings County, New York",19578,null,3206,null
1400000US36047025600,"Census Tract 256, Kings County, New York",57740,null,25356,null
1400000US36047025700,"Census Tract 257, Kings County, New York",95595,null,28343,null
1400000US36047025800,"Census Tract 258, Kings County, New York",49441,null,11315,null
1400000US36047025901,"Census Tract 259.01, Kings County, New York",66250,null,33719,null
1400000US36047025902,"Census Tract 259.02, Kings County, New York",17795,null,5934,null
1400000US36047026000,"Census Tract 260, Kings County, New York",45545,null,12208,null
1400000US36047026100,"Census Tract 261, Kings County, New York",63416,null,12262,null
1400000US36047026200,"Census Tract 262, Kings County, New York",74803,null,12653,null
1400000US36047026300,"Census Tract 263, Kings County, New York",60168,null,22138,null
1400000US36047026400,"Census Tract 264, Kings County, New York",52188,null,16244,null
1400000US36047026500,"Census Tract 265, Kings County, New York",70391,null,17457,null
1400000US36047026600,"Census Tract 266, Kings County, New York",46413,null,13470,null
1400000US36047026700,"Census Tract 267, Kings County, New York",83548,null,12520,null
1400000US36047026800,"Census Tract 268, Kings County, New York",62625,null,24900,null
1400000US36047026900,"Census Tract 269, Kings County, New York",77034,null,21101,null
1400000US36047027000,"Census Tract 270, Kings County, New York",36500,null,17421,null
1400000US36047027100,"Census Tract 271, Kings County, New York",78125,null,38298,null
1400000US36047027200,"Census Tract 272, Kings County, New York",56902,null,26674,null
1400000US36047027300,"Census Tract 273, Kings County, New York",63348,null,21566,null
1400000US36047027400,"Census Tract 274, Kings County, New York",52344,null,22604,null
1400000US36047027500,"Census Tract 275, Kings County, New York",86731,null,14772,null
1400000US36047027600,"Census Tract 276, Kings County, New York",57143,null,7526,null
1400000US36047027700,"Census Tract 277, Kings County, New York",58681,null,17667,null
1400000US36047027800,"Census Tract 278, Kings County, New York",57269,null,4558,null
1400000US36047027900,"Census Tract 279, Kings County, New York",71397,null,19742,null
1400000US36047028000,"Census Tract 280, Kings County, New York",85625,null,22645,null
1400000US36047028100,"Census Tract 281, Kings County, New York",31362,null,6005,null
1400000US36047028200,"Census Tract 282, Kings County, New York",63238,null,14565,null
1400000US36047028300,"Census Tract 283, Kings County, New York",36375,null,13983,null
1400000US36047028400,"Census Tract 284, Kings County, New York",60588,null,8887,null
1400000US36047028501,"Census Tract 285.01, Kings County, New York",56842,null,24443,null
1400000US36047028502,"Census Tract 285.02, Kings County, New York",40375,null,12193,null
1400000US36047028600,"Census Tract 286, Kings County, New York",40556,null,12059,null
1400000US36047028700,"Census Tract 287, Kings County, New York",54167,null,40008,null
1400000US36047028800,"Census Tract 288, Kings County, New York",67625,null,31428,null
1400000US36047028900,"Census Tract 289, Kings County, New York",62083,null,41296,null
1400000US36047029000,"Census Tract 290, Kings County, New York",41274,null,11140,null
1400000US36047029100,"Census Tract 291, Kings County, New York",81875,null,26043,null
1400000US36047029200,"Census Tract 292, Kings County, New York",45430,null,13176,null
1400000US36047029300,"Census Tract 293, Kings County, New York",41913,null,16668,null
1400000US36047029400,"Census Tract 294, Kings County, New York",62159,null,20472,null
1400000US36047029500,"Census Tract 295, Kings County, New York",62351,null,17046,null
1400000US36047029600,"Census Tract 296, Kings County, New York",49609,null,12680,null
1400000US36047029700,"Census Tract 297, Kings County, New York",71786,null,18466,null
1400000US36047029800,"Census Tract 298, Kings County, New York",46949,null,13366,null
1400000US36047029900,"Census Tract 299, Kings County, New York",56875,null,16895,null
1400000US36047030000,"Census Tract 300, Kings County, New York",56250,null,29524,null
1400000US36047030100,"Census Tract 301, Kings County, New York",72301,null,43001,null
1400000US36047030200,"Census Tract 302, Kings County, New York",73472,null,25569,null
1400000US36047030300,"Census Tract 303, Kings County, New York",40463,null,8007,null
1400000US36047030400,"Census Tract 304, Kings County, New York",43239,null,11603,null
1400000US36047030500,"Census Tract 305, Kings County, New York",94211,null,20778,null
1400000US36047030600,"Census Tract 306, Kings County, New York",50272,null,10014,null
1400000US36047030700,"Census Tract 307, Kings County, New York",30424,null,12519,null
1400000US36047030800,"Census Tract 308, Kings County, New York",58147,null,18515,null
1400000US36047030900,"Census Tract 309, Kings County, New York",55606,null,19982,null
1400000US36047031100,"Census Tract 311, Kings County, New York",69034,null,25033,null
1400000US36047031300,"Census Tract 313, Kings County, New York",87538,null,13413,null
1400000US36047031401,"Census Tract 314.01, Kings County, New York",93063,null,16830,null
1400000US36047031402,"Census Tract 314.02, Kings County, New York",-,-,**,**
1400000US36047031500,"Census Tract 315, Kings County, New York",65763,null,15602,null
1400000US36047031701,"Census Tract 317.01, Kings County, New York",78807,null,15970,null
1400000US36047031702,"Census Tract 317.02, Kings County, New York",93750,null,10216,null
1400000US36047031900,"Census Tract 319, Kings County, New York",59482,null,15782,null
1400000US36047032100,"Census Tract 321, Kings County, New York",66436,null,9404,null
1400000US36047032300,"Census Tract 323, Kings County, New York",80283,null,14351,null
1400000US36047032500,"Census Tract 325, Kings County, New York",54324,null,10698,null
1400000US36047032600,"Census Tract 326, Kings County, New York",28526,null,5320,null
1400000US36047032700,"Census Tract 327, Kings County, New York",54861,null,23204,null
1400000US36047032800,"Census Tract 328, Kings County, New York",40417,null,14640,null
1400000US36047032900,"Census Tract 329, Kings County, New York",46618,null,16022,null
1400000US36047033000,"Census Tract 330, Kings County, New York",21148,null,6295,null
1400000US36047033100,"Census Tract 331, Kings County, New York",50966,null,29918,null
1400000US36047033300,"Census Tract 333, Kings County, New York",57827,null,15839,null
1400000US36047033500,"Census Tract 335, Kings County, New York",72904,null,25338,null
1400000US36047033600,"Census Tract 336, Kings County, New York",81923,null,13351,null
1400000US36047033701,"Census Tract 337.01, Kings County, New York",47375,null,9993,null
1400000US36047033702,"Census Tract 337.02, Kings County, New York",71557,null,10147,null
1400000US36047033900,"Census Tract 339, Kings County, New York",58096,null,26808,null
1400000US36047034000,"Census Tract 340, Kings County, New York",22931,null,8436,null
1400000US36047034100,"Census Tract 341, Kings County, New York",46111,null,40341,null
1400000US36047034200,"Census Tract 342, Kings County, New York",19663,null,5227,null
1400000US36047034300,"Census Tract 343, Kings County, New York",32250,null,18589,null
1400000US36047034500,"Census Tract 345, Kings County, New York",39296,null,10256,null
1400000US36047034700,"Census Tract 347, Kings County, New York",34063,null,20302,null
1400000US36047034800,"Census Tract 348, Kings County, New York",65380,null,24167,null
1400000US36047034901,"Census Tract 349.01, Kings County, New York",39337,null,6244,null
1400000US36047034902,"Census Tract 349.02, Kings County, New York",42462,null,22605,null
1400000US36047035000,"Census Tract 350, Kings County, New York",42313,null,7840,null
1400000US36047035101,"Census Tract 351.01, Kings County, New York",33542,null,23802,null
1400000US36047035102,"Census Tract 351.02, Kings County, New York",54963,null,34117,null
1400000US36047035200,"Census Tract 352, Kings County, New York",12114,null,1276,null
1400000US36047035301,"Census Tract 353.01, Kings County, New York",36761,null,12303,null
1400000US36047035302,"Census Tract 353.02, Kings County, New York",75398,null,28972,null
1400000US36047035400,"Census Tract 354, Kings County, New York",50441,null,13653,null
1400000US36047035500,"Census Tract 355, Kings County, New York",50809,null,15217,null
1400000US36047035601,"Census Tract 356.01, Kings County, New York",29625,null,6711,null
1400000US36047035602,"Census Tract 356.02, Kings County, New York",50014,null,6462,null
1400000US36047035701,"Census Tract 357.01, Kings County, New York",40175,null,7859,null
1400000US36047035702,"Census Tract 357.02, Kings County, New York",-,-,**,**
1400000US36047035900,"Census Tract 359, Kings County, New York",43309,null,19225,null
1400000US36047036001,"Census Tract 360.01, Kings County, New York",26540,null,6578,null
1400000US36047036002,"Census Tract 360.02, Kings County, New York",20959,null,10242,null
1400000US36047036100,"Census Tract 361, Kings County, New York",21476,null,4914,null
1400000US36047036200,"Census Tract 362, Kings County, New York",46071,null,12599,null
1400000US36047036300,"Census Tract 363, Kings County, New York",32017,null,5871,null
1400000US36047036400,"Census Tract 364, Kings County, New York",50195,null,13807,null
1400000US36047036501,"Census Tract 365.01, Kings County, New York",47723,null,10213,null
1400000US36047036502,"Census Tract 365.02, Kings County, New York",53594,null,27987,null
1400000US36047036600,"Census Tract 366, Kings County, New York",41611,null,17255,null
1400000US36047036700,"Census Tract 367, Kings County, New York",41029,null,7684,null
1400000US36047036900,"Census Tract 369, Kings County, New York",35485,null,11774,null
1400000US36047037000,"Census Tract 370, Kings County, New York",62305,null,29930,null
1400000US36047037100,"Census Tract 371, Kings County, New York",75756,null,12858,null
1400000US36047037300,"Census Tract 373, Kings County, New York",51845,null,9739,null
1400000US36047037401,"Census Tract 374.01, Kings County, New York",51007,null,8557,null
1400000US36047037402,"Census Tract 374.02, Kings County, New York",32280,null,18175,null
1400000US36047037500,"Census Tract 375, Kings County, New York",69120,null,16726,null
1400000US36047037700,"Census Tract 377, Kings County, New York",67045,null,27086,null
1400000US36047037900,"Census Tract 379, Kings County, New York",44255,null,20772,null
1400000US36047038100,"Census Tract 381, Kings County, New York",52610,null,17264,null
1400000US36047038200,"Census Tract 382, Kings County, New York",18322,null,1638,null
1400000US36047038300,"Census Tract 383, Kings County, New York",76461,null,7104,null
1400000US36047038500,"Census Tract 385, Kings County, New York",82765,null,6407,null
1400000US36047038600,"Census Tract 386, Kings County, New York",80688,null,6959,null
1400000US36047038700,"Census Tract 387, Kings County, New York",64395,null,9240,null
1400000US36047038800,"Census Tract 388, Kings County, New York",73932,null,21804,null
1400000US36047038900,"Census Tract 389, Kings County, New York",81274,null,9021,null
1400000US36047039000,"Census Tract 390, Kings County, New York",68188,null,10141,null
1400000US36047039100,"Census Tract 391, Kings County, New York",85283,null,25068,null
1400000US36047039200,"Census Tract 392, Kings County, New York",54531,null,22735,null
1400000US36047039300,"Census Tract 393, Kings County, New York",80352,null,27134,null
1400000US36047039400,"Census Tract 394, Kings County, New York",46500,null,9455,null
1400000US36047039500,"Census Tract 395, Kings County, New York",56227,null,31781,null
1400000US36047039600,"Census Tract 396, Kings County, New York",64044,null,25428,null
1400000US36047039700,"Census Tract 397, Kings County, New York",54980,null,22937,null
1400000US36047039800,"Census Tract 398, Kings County, New York",72721,null,15295,null
1400000US36047039900,"Census Tract 399, Kings County, New York",53472,null,11285,null
1400000US36047040000,"Census Tract 400, Kings County, New York",51709,null,6952,null
1400000US36047040100,"Census Tract 401, Kings County, New York",54792,null,16615,null
1400000US36047040200,"Census Tract 402, Kings County, New York",64922,null,24050,null
1400000US36047040300,"Census Tract 403, Kings County, New York",68438,null,15497,null
1400000US36047040400,"Census Tract 404, Kings County, New York",78750,null,28624,null
1400000US36047040500,"Census Tract 405, Kings County, New York",62326,null,9447,null
1400000US36047040600,"Census Tract 406, Kings County, New York",63609,null,5142,null
1400000US36047040700,"Census Tract 407, Kings County, New York",-,-,**,**
1400000US36047040800,"Census Tract 408, Kings County, New York",96705,null,42291,null
1400000US36047040900,"Census Tract 409, Kings County, New York",52699,null,26374,null
1400000US36047041000,"Census Tract 410, Kings County, New York",53750,null,26423,null
1400000US36047041100,"Census Tract 411, Kings County, New York",38775,null,26380,null
1400000US36047041200,"Census Tract 412, Kings County, New York",83393,null,50418,null
1400000US36047041300,"Census Tract 413, Kings County, New York",62177,null,17504,null
1400000US36047041401,"Census Tract 414.01, Kings County, New York",68211,null,25623,null
1400000US36047041402,"Census Tract 414.02, Kings County, New York",52880,null,18551,null
1400000US36047041500,"Census Tract 415, Kings County, New York",81054,null,25608,null
1400000US36047041600,"Census Tract 416, Kings County, New York",54676,null,12187,null
1400000US36047041700,"Census Tract 417, Kings County, New York",28103,null,13645,null
1400000US36047041800,"Census Tract 418, Kings County, New York",53710,null,15637,null
1400000US36047041900,"Census Tract 419, Kings County, New York",53068,null,18973,null
1400000US36047042000,"Census Tract 420, Kings County, New York",61736,null,14540,null
1400000US36047042100,"Census Tract 421, Kings County, New York",70903,null,26361,null
1400000US36047042200,"Census Tract 422, Kings County, New York",63854,null,29844,null
1400000US36047042300,"Census Tract 423, Kings County, New York",84857,null,11386,null
1400000US36047042400,"Census Tract 424, Kings County, New York",58286,null,9026,null
1400000US36047042500,"Census Tract 425, Kings County, New York",79750,null,18314,null
1400000US36047042600,"Census Tract 426, Kings County, New York",54013,null,23937,null
1400000US36047042700,"Census Tract 427, Kings County, New York",60549,null,17352,null
1400000US36047042800,"Census Tract 428, Kings County, New York",63000,null,12519,null
1400000US36047042900,"Census Tract 429, Kings County, New York",52224,null,8370,null
1400000US36047043000,"Census Tract 430, Kings County, New York",44341,null,7971,null
1400000US36047043100,"Census Tract 431, Kings County, New York",73526,null,14387,null
1400000US36047043200,"Census Tract 432, Kings County, New York",73638,null,10734,null
1400000US36047043300,"Census Tract 433, Kings County, New York",24146,null,13014,null
1400000US36047043400,"Census Tract 434, Kings County, New York",43188,null,16324,null
1400000US36047043500,"Census Tract 435, Kings County, New York",73190,null,13983,null
1400000US36047043600,"Census Tract 436, Kings County, New York",66332,null,17292,null
1400000US36047043700,"Census Tract 437, Kings County, New York",58996,null,21763,null
1400000US36047043800,"Census Tract 438, Kings County, New York",58583,null,10931,null
1400000US36047043900,"Census Tract 439, Kings County, New York",61372,null,17676,null
1400000US36047044000,"Census Tract 440, Kings County, New York",52316,null,33990,null
1400000US36047044100,"Census Tract 441, Kings County, New York",55212,null,12788,null
1400000US36047044200,"Census Tract 442, Kings County, New York",71842,null,17148,null
1400000US36047044300,"Census Tract 443, Kings County, New York",62400,null,22057,null
1400000US36047044400,"Census Tract 444, Kings County, New York",47381,null,18027,null
1400000US36047044500,"Census Tract 445, Kings County, New York",72440,null,7313,null
1400000US36047044600,"Census Tract 446, Kings County, New York",53237,null,12121,null
1400000US36047044700,"Census Tract 447, Kings County, New York",47468,null,18306,null
1400000US36047044800,"Census Tract 448, Kings County, New York",66400,null,10897,null
1400000US36047044901,"Census Tract 449.01, Kings County, New York",38750,null,27702,null
1400000US36047044902,"Census Tract 449.02, Kings County, New York",-,-,**,**
1400000US36047045000,"Census Tract 450, Kings County, New York",81111,null,16108,null
1400000US36047045200,"Census Tract 452, Kings County, New York",80511,null,33193,null
1400000US36047045300,"Census Tract 453, Kings County, New York",54063,null,16773,null
1400000US36047045400,"Census Tract 454, Kings County, New York",90329,null,18303,null
1400000US36047045600,"Census Tract 456, Kings County, New York",54505,null,15335,null
1400000US36047045800,"Census Tract 458, Kings County, New York",78365,null,22573,null
1400000US36047046000,"Census Tract 460, Kings County, New York",66941,null,10551,null
1400000US36047046201,"Census Tract 462.01, Kings County, New York",35408,null,17573,null
1400000US36047046202,"Census Tract 462.02, Kings County, New York",79000,null,23118,null
1400000US36047046400,"Census Tract 464, Kings County, New York",58125,null,11510,null
1400000US36047046800,"Census Tract 468, Kings County, New York",34191,null,13680,null
1400000US36047047000,"Census Tract 470, Kings County, New York",63667,null,13449,null
1400000US36047047200,"Census Tract 472, Kings County, New York",58875,null,16441,null
1400000US36047047400,"Census Tract 474, Kings County, New York",44583,null,13929,null
1400000US36047047600,"Census Tract 476, Kings County, New York",38255,null,21723,null
1400000US36047047700,"Census Tract 477, Kings County, New York",148036,null,18149,null
1400000US36047047800,"Census Tract 478, Kings County, New York",70948,null,24679,null
1400000US36047048000,"Census Tract 480, Kings County, New York",31156,null,7513,null
1400000US36047048100,"Census Tract 481, Kings County, New York",85288,null,25897,null
1400000US36047048200,"Census Tract 482, Kings County, New York",52090,null,7557,null
1400000US36047048400,"Census Tract 484, Kings County, New York",56635,null,16663,null
1400000US36047048500,"Census Tract 485, Kings County, New York",85625,null,26894,null
1400000US36047048600,"Census Tract 486, Kings County, New York",53068,null,7320,null
1400000US36047048800,"Census Tract 488, Kings County, New York",59235,null,11931,null
1400000US36047048900,"Census Tract 489, Kings County, New York",19269,null,11042,null
1400000US36047049000,"Census Tract 490, Kings County, New York",65132,null,19117,null
1400000US36047049100,"Census Tract 491, Kings County, New York",36735,null,11997,null
1400000US36047049200,"Census Tract 492, Kings County, New York",64063,null,29933,null
1400000US36047049301,"Census Tract 493.01, Kings County, New York",20886,null,9136,null
1400000US36047049302,"Census Tract 493.02, Kings County, New York",44931,null,33986,null
1400000US36047049400,"Census Tract 494, Kings County, New York",85550,null,13528,null
1400000US36047049500,"Census Tract 495, Kings County, New York",93922,null,29425,null
1400000US36047049600,"Census Tract 496, Kings County, New York",65699,null,10913,null
1400000US36047049700,"Census Tract 497, Kings County, New York",90885,null,9132,null
1400000US36047049800,"Census Tract 498, Kings County, New York",67292,null,22713,null
1400000US36047049900,"Census Tract 499, Kings County, New York",90000,null,32710,null
1400000US36047050001,"Census Tract 500.01, Kings County, New York",113133,null,22092,null
1400000US36047050002,"Census Tract 500.02, Kings County, New York",105694,null,65277,null
1400000US36047050100,"Census Tract 501, Kings County, New York",116759,null,34415,null
1400000US36047050202,"Census Tract 502.02, Kings County, New York",93750,null,29899,null
1400000US36047050300,"Census Tract 503, Kings County, New York",124397,null,29576,null
1400000US36047050401,"Census Tract 504.01, Kings County, New York",87161,null,31025,null
1400000US36047050402,"Census Tract 504.02, Kings County, New York",129792,null,76469,null
1400000US36047050500,"Census Tract 505, Kings County, New York",41200,null,11735,null
1400000US36047050600,"Census Tract 506, Kings County, New York",58996,null,14295,null
1400000US36047050700,"Census Tract 507, Kings County, New York",32898,null,16216,null
1400000US36047050801,"Census Tract 508.01, Kings County, New York",57569,null,20728,null
1400000US36047050803,"Census Tract 508.03, Kings County, New York",63958,null,14504,null
1400000US36047050804,"Census Tract 508.04, Kings County, New York",72173,null,18589,null
1400000US36047050900,"Census Tract 509, Kings County, New York",35234,null,14331,null
1400000US36047051001,"Census Tract 510.01, Kings County, New York",47632,null,21581,null
1400000US36047051002,"Census Tract 510.02, Kings County, New York",48138,null,7224,null
1400000US36047051100,"Census Tract 511, Kings County, New York",55278,null,16788,null
1400000US36047051200,"Census Tract 512, Kings County, New York",63352,null,15877,null
1400000US36047051300,"Census Tract 513, Kings County, New York",114295,null,13495,null
1400000US36047051400,"Census Tract 514, Kings County, New York",64922,null,20116,null
1400000US36047051500,"Census Tract 515, Kings County, New York",175179,null,25849,null
1400000US36047051601,"Census Tract 516.01, Kings County, New York",57407,null,8109,null
1400000US36047051602,"Census Tract 516.02, Kings County, New York",64583,null,15239,null
1400000US36047051700,"Census Tract 517, Kings County, New York",162060,null,22521,null
1400000US36047051800,"Census Tract 518, Kings County, New York",80585,null,12677,null
1400000US36047051900,"Census Tract 519, Kings County, New York",180066,null,24787,null
1400000US36047052000,"Census Tract 520, Kings County, New York",102935,null,9561,null
1400000US36047052300,"Census Tract 523, Kings County, New York",95391,null,35711,null
1400000US36047052500,"Census Tract 525, Kings County, New York",37250,null,9946,null
1400000US36047052600,"Census Tract 526, Kings County, New York",70933,null,6535,null
1400000US36047052700,"Census Tract 527, Kings County, New York",62500,null,10794,null
1400000US36047052800,"Census Tract 528, Kings County, New York",89063,null,23288,null
1400000US36047052900,"Census Tract 529, Kings County, New York",27253,null,13268,null
1400000US36047053000,"Census Tract 530, Kings County, New York",59100,null,15018,null
1400000US36047053101,"Census Tract 531.01, Kings County, New York",-,-,**,**
1400000US36047053102,"Census Tract 531.02, Kings County, New York",58085,null,11396,null
1400000US36047053200,"Census Tract 532, Kings County, New York",60510,null,19986,null
1400000US36047053300,"Census Tract 533, Kings County, New York",26579,null,9440,null
1400000US36047053400,"Census Tract 534, Kings County, New York",46325,null,11335,null
1400000US36047053500,"Census Tract 535, Kings County, New York",31836,null,11401,null
1400000US36047053700,"Census Tract 537, Kings County, New York",37173,null,7781,null
1400000US36047053800,"Census Tract 538, Kings County, New York",65596,null,9640,null
1400000US36047053900,"Census Tract 539, Kings County, New York",20760,null,3886,null
1400000US36047054200,"Census Tract 542, Kings County, New York",44940,null,18186,null
1400000US36047054300,"Census Tract 543, Kings County, New York",-,-,**,**
1400000US36047054400,"Census Tract 544, Kings County, New York",65500,null,18127,null
1400000US36047054500,"Census Tract 545, Kings County, New York",25966,null,5993,null
1400000US36047054600,"Census Tract 546, Kings County, New York",52901,null,15556,null
1400000US36047054700,"Census Tract 547, Kings County, New York",61818,null,13861,null
1400000US36047054800,"Census Tract 548, Kings County, New York",86510,null,30308,null
1400000US36047054900,"Census Tract 549, Kings County, New York",121484,null,40697,null
1400000US36047055000,"Census Tract 550, Kings County, New York",60747,null,7735,null
1400000US36047055100,"Census Tract 551, Kings County, New York",92238,null,25297,null
1400000US36047055200,"Census Tract 552, Kings County, New York",74303,null,20446,null
1400000US36047055300,"Census Tract 553, Kings County, New York",114306,null,40733,null
1400000US36047055400,"Census Tract 554, Kings County, New York",52717,null,19970,null
1400000US36047055500,"Census Tract 555, Kings County, New York",166622,null,18313,null
1400000US36047055600,"Census Tract 556, Kings County, New York",53359,null,12286,null
1400000US36047055700,"Census Tract 557, Kings County, New York",101400,null,7747,null
1400000US36047055800,"Census Tract 558, Kings County, New York",69667,null,15684,null
1400000US36047056000,"Census Tract 560, Kings County, New York",53988,null,43455,null
1400000US36047056100,"Census Tract 561, Kings County, New York",121923,null,19227,null
1400000US36047056200,"Census Tract 562, Kings County, New York",110708,null,21617,null
1400000US36047056301,"Census Tract 563.01, Kings County, New York",101633,null,24826,null
1400000US36047056302,"Census Tract 563.02, Kings County, New York",60109,null,46828,null
1400000US36047056400,"Census Tract 564, Kings County, New York",88147,null,22403,null
1400000US36047056500,"Census Tract 565, Kings County, New York",101886,null,12524,null
1400000US36047056600,"Census Tract 566, Kings County, New York",82500,null,27695,null
1400000US36047056800,"Census Tract 568, Kings County, New York",87500,null,17140,null
1400000US36047056900,"Census Tract 569, Kings County, New York",130833,null,38816,null
1400000US36047057000,"Census Tract 570, Kings County, New York",67372,null,20546,null
1400000US36047057100,"Census Tract 571, Kings County, New York",92287,null,18449,null
1400000US36047057200,"Census Tract 572, Kings County, New York",31232,null,9265,null
1400000US36047057300,"Census Tract 573, Kings County, New York",93269,null,26527,null
1400000US36047057400,"Census Tract 574, Kings County, New York",78158,null,22457,null
1400000US36047057500,"Census Tract 575, Kings County, New York",91083,null,9527,null
1400000US36047057600,"Census Tract 576, Kings County, New York",80847,null,13211,null
1400000US36047057800,"Census Tract 578, Kings County, New York",65461,null,23934,null
1400000US36047057901,"Census Tract 579.01, Kings County, New York",102045,null,27274,null
1400000US36047057902,"Census Tract 579.02, Kings County, New York",-,-,**,**
1400000US36047058000,"Census Tract 580, Kings County, New York",55227,null,35665,null
1400000US36047058200,"Census Tract 582, Kings County, New York",61450,null,18050,null
1400000US36047058400,"Census Tract 584, Kings County, New York",63324,null,17098,null
1400000US36047058600,"Census Tract 586, Kings County, New York",70432,null,8166,null
1400000US36047058800,"Census Tract 588, Kings County, New York",75833,null,21809,null
1400000US36047058901,"Census Tract 589.01, Kings County, New York",86610,null,8093,null
1400000US36047058902,"Census Tract 589.02, Kings County, New York",-,-,**,**
1400000US36047059000,"Census Tract 590, Kings County, New York",75288,null,19800,null
1400000US36047059100,"Census Tract 591, Kings County, New York",112794,null,17266,null
1400000US36047059200,"Census Tract 592, Kings County, New York",58750,null,21415,null
1400000US36047059300,"Census Tract 593, Kings County, New York",82125,null,18352,null
1400000US36047059402,"Census Tract 594.02, Kings County, New York",88818,null,16670,null
1400000US36047059403,"Census Tract 594.03, Kings County, New York",64564,null,16045,null
1400000US36047059404,"Census Tract 594.04, Kings County, New York",54493,null,19061,null
1400000US36047059600,"Census Tract 596, Kings County, New York",50800,null,11752,null
1400000US36047059800,"Census Tract 598, Kings County, New York",72241,null,6970,null
1400000US36047060000,"Census Tract 600, Kings County, New York",81327,null,22653,null
1400000US36047060600,"Census Tract 606, Kings County, New York",69273,null,12440,null
1400000US36047060800,"Census Tract 608, Kings County, New York",61471,null,25599,null
1400000US36047061002,"Census Tract 610.02, Kings County, New York",66704,null,8847,null
1400000US36047061003,"Census Tract 610.03, Kings County, New York",41750,null,22643,null
1400000US36047061004,"Census Tract 610.04, Kings County, New York",33701,null,9552,null
1400000US36047061200,"Census Tract 612, Kings County, New York",129688,null,24480,null
1400000US36047061600,"Census Tract 616, Kings County, New York",110500,null,29093,null
1400000US36047062000,"Census Tract 620, Kings County, New York",91513,null,25200,null
1400000US36047062200,"Census Tract 622, Kings County, New York",75216,null,25082,null
1400000US36047062600,"Census Tract 626, Kings County, New York",63060,null,12436,null
1400000US36047062800,"Census Tract 628, Kings County, New York",98208,null,7244,null
1400000US36047063200,"Census Tract 632, Kings County, New York",83542,null,12392,null
1400000US36047063600,"Census Tract 636, Kings County, New York",123750,null,31237,null
1400000US36047063800,"Census Tract 638, Kings County, New York",101146,null,23664,null
1400000US36047064000,"Census Tract 640, Kings County, New York",114063,null,17050,null
1400000US36047064200,"Census Tract 642, Kings County, New York",66974,null,21296,null
1400000US36047064400,"Census Tract 644, Kings County, New York",82969,null,19911,null
1400000US36047064600,"Census Tract 646, Kings County, New York",85417,null,15414,null
1400000US36047064800,"Census Tract 648, Kings County, New York",117961,null,14528,null
1400000US36047065000,"Census Tract 650, Kings County, New York",71927,null,9327,null
1400000US36047065200,"Census Tract 652, Kings County, New York",83750,null,29750,null
1400000US36047065400,"Census Tract 654, Kings County, New York",102692,null,11777,null
1400000US36047065600,"Census Tract 656, Kings County, New York",92167,null,15235,null
1400000US36047065800,"Census Tract 658, Kings County, New York",82422,null,37991,null
1400000US36047066000,"Census Tract 660, Kings County, New York",121080,null,21653,null
1400000US36047066200,"Census Tract 662, Kings County, New York",79125,null,28000,null
1400000US36047066600,"Census Tract 666, Kings County, New York",-,-,**,**
1400000US36047067000,"Census Tract 670, Kings County, New York",81989,null,22226,null
1400000US36047067200,"Census Tract 672, Kings County, New York",74236,null,22502,null
1400000US36047067400,"Census Tract 674, Kings County, New York",102991,null,19120,null
1400000US36047067600,"Census Tract 676, Kings County, New York",86027,null,13558,null
1400000US36047067800,"Census Tract 678, Kings County, New York",97963,null,11160,null
1400000US36047068000,"Census Tract 680, Kings County, New York",100152,null,24784,null
1400000US36047068200,"Census Tract 682, Kings County, New York",96375,null,49044,null
1400000US36047068600,"Census Tract 686, Kings County, New York",67563,null,24592,null
1400000US36047068800,"Census Tract 688, Kings County, New York",81458,null,24967,null
1400000US36047069000,"Census Tract 690, Kings County, New York",108618,null,24638,null
