GEO_ID,NAME,B19013_001E,B19013_001EA,B19013_001M,B19013_001MA
Geography,Geographic Area Name,Estimate!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars),Annotation of Estimate!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars),Margin of Error!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars),Annotation of Margin of Error!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)
1400000US36047115800,"Census Tract 1158, Kings County, New York",36221,null,24568,null
1400000US36047116000,"Census Tract 1160, Kings County, New York",52120,null,11322,null
1400000US36047116200,"Census Tract 1162, Kings County, New York",52692,null,18262,null
1400000US36047116400,"Census Tract 1164, Kings County, New York",58750,null,7166,null
1400000US36047116600,"Census Tract 1166, Kings County, New York",61563,null,16788,null
1400000US36047116800,"Census Tract 1168, Kings County, New York",50170,null,12934,null
1400000US36047117000,"Census Tract 1170, Kings County, New York",16704,null,11367,null
1400000US36047117201,"Census Tract 1172.01, Kings County, New York",60208,null,22239,null
1400000US36047117202,"Census Tract 1172.02, Kings County, New York",50048,null,24038,null
1400000US36047117400,"Census Tract 1174, Kings County, New York",61250,null,37558,null
1400000US36047117601,"Census Tract 1176.01, Kings County, New York",54118,null,18002,null
1400000US36047117602,"Census Tract 1176.02, Kings County, New York",52415,null,10084,null
1400000US36047117800,"Census Tract 1178, Kings County, New York",29366,null,15502,null
1400000US36047118000,"Census Tract 1180, Kings County, New York",-,-,**,**
1400000US36047118201,"Census Tract 1182.01, Kings County, New York",68493,null,14453,null
1400000US36047118202,"Census Tract 1182.02, Kings County, New York",57930,null,26020,null
1400000US36047118400,"Census Tract 1184, Kings County, New York",58112,null,8227,null
1400000US36047118600,"Census Tract 1186, Kings County, New York",69250,null,12223,null
1400000US36047118800,"Census Tract 1188, Kings County, New York",53367,null,16591,null
1400000US36047119000,"Census Tract 1190, Kings County, New York",46333,null,30169,null
1400000US36047119200,"Census Tract 1192, Kings County, New York",-,-,**,**
1400000US36047119400,"Census Tract 1194, Kings County, New York",45758,null,12038,null
1400000US36047119600,"Census Tract 1196, Kings County, New York",41781,null,5179,null
1400000US36047119800,"Census Tract 1198, Kings County, New York",37716,null,10573,null
1400000US36047120000,"Census Tract 1200, Kings County, New York",42306,null,19731,null
1400000US36047120200,"Census Tract 1202, Kings County, New York",30724,null,14291,null
1400000US36047120801,"Census Tract 1208.01, Kings County, New York",65048,null,30795,null
1400000US36047120802,"Census Tract 1208.02, Kings County, New York",29438,null,5683,null
1400000US36047120803,"Census Tract 1208.03, Kings County, New York",87538,null,44479,null
1400000US36047121000,"Census Tract 1210, Kings County, New York",12470,null,7059,null
1400000US36047121400,"Census Tract 1214, Kings County, New York",20154,null,5350,null
1400000US36047122000,"Census Tract 1220, Kings County, New York",47615,null,9320,null
1400000US36047123700,"Census Tract 1237, Kings County, New York",43365,null,7499,null
1400000US36047150200,"Census Tract 1502, Kings County, New York",118816,null,20115,null
1400000US36047152200,"Census Tract 1522, Kings County, New York",162050,null,27261,null
1400000US36047990100,"Census Tract 9901, Kings County, New York",-,-,**,**
1400000US36061000100,"Census Tract 1, New York County, New York",-,-,**,**
1400000US36061000201,"Census Tract 2.01, New York County, New York",30435,null,16859,null
1400000US36061000202,"Census Tract 2.02, New York County, New York",31029,null,8833,null
1400000US36061000500,"Census Tract 5, New York County, New York",-,-,**,**
1400000US36061000600,"Census Tract 6, New York County, New York",17398,null,3684,null
1400000US36061000700,"Census Tract 7, New York County, New York",186297,null,14709,null
1400000US36061000800,"Census Tract 8, New York County, New York",31741,null,7770,null
1400000US36061000900,"Census Tract 9, New York County, New York",180156,null,42150,null
1400000US36061001001,"Census Tract 10.01, New York County, New York",84432,null,18719,null
1400000US36061001002,"Census Tract 10.02, New York County, New York",21408,null,5258,null
1400000US36061001200,"Census Tract 12, New York County, New York",53956,null,22417,null
1400000US36061001300,"Census Tract 13, New York County, New York",183468,null,21175,null
1400000US36061001401,"Census Tract 14.01, New York County, New York",97875,null,38219,null
1400000US36061001402,"Census Tract 14.02, New York County, New York",35064,null,20241,null
1400000US36061001501,"Census Tract 15.01, New York County, New York",103102,null,27501,null
1400000US36061001502,"Census Tract 15.02, New York County, New York",199952,null,20804,null
1400000US36061001600,"Census Tract 16, New York County, New York",60975,null,17093,null
1400000US36061001800,"Census Tract 18, New York County, New York",51480,null,22363,null
1400000US36061002000,"Census Tract 20, New York County, New York",18750,null,6455,null
1400000US36061002100,"Census Tract 21, New York County, New York","250,000+","250,000+",***,***
1400000US36061002201,"Census Tract 22.01, New York County, New York",25188,null,8635,null
1400000US36061002202,"Census Tract 22.02, New York County, New York",95938,null,47280,null
1400000US36061002400,"Census Tract 24, New York County, New York",12917,null,1796,null
1400000US36061002500,"Census Tract 25, New York County, New York",21013,null,5087,null
1400000US36061002601,"Census Tract 26.01, New York County, New York",44250,null,23577,null
1400000US36061002602,"Census Tract 26.02, New York County, New York",72422,null,18129,null
1400000US36061002700,"Census Tract 27, New York County, New York",88750,null,58572,null
1400000US36061002800,"Census Tract 28, New York County, New York",48692,null,9659,null
1400000US36061002901,"Census Tract 29.01, New York County, New York",18906,null,6705,null
1400000US36061002902,"Census Tract 29.02, New York County, New York",25409,null,10561,null
1400000US36061003001,"Census Tract 30.01, New York County, New York",73843,null,17116,null
1400000US36061003002,"Census Tract 30.02, New York County, New York",80625,null,27013,null
1400000US36061003100,"Census Tract 31, New York County, New York",159861,null,35834,null
1400000US36061003200,"Census Tract 32, New York County, New York",76931,null,18965,null
1400000US36061003300,"Census Tract 33, New York County, New York","250,000+","250,000+",***,***
1400000US36061003400,"Census Tract 34, New York County, New York",82222,null,19905,null
1400000US36061003601,"Census Tract 36.01, New York County, New York",48056,null,14064,null
1400000US36061003602,"Census Tract 36.02, New York County, New York",100556,null,38400,null
1400000US36061003700,"Census Tract 37, New York County, New York",177250,null,31199,null
1400000US36061003800,"Census Tract 38, New York County, New York",65190,null,10531,null
1400000US36061003900,"Census Tract 39, New York County, New York",208844,null,59793,null
1400000US36061004001,"Census Tract 40.01, New York County, New York",103264,null,58669,null
1400000US36061004002,"Census Tract 40.02, New York County, New York",144250,null,32277,null
1400000US36061004100,"Census Tract 41, New York County, New York",88438,null,28274,null
1400000US36061004200,"Census Tract 42, New York County, New York",133194,null,34480,null
1400000US36061004300,"Census Tract 43, New York County, New York",82188,null,37311,null
1400000US36061004400,"Census Tract 44, New York County, New York",106395,null,17213,null
1400000US36061004500,"Census Tract 45, New York County, New York",142368,null,87234,null
1400000US36061004700,"Census Tract 47, New York County, New York",142365,null,28622,null
1400000US36061004800,"Census Tract 48, New York County, New York",159392,null,16485,null
1400000US36061004900,"Census Tract 49, New York County, New York",113871,null,24327,null
1400000US36061005000,"Census Tract 50, New York County, New York",162167,null,49090,null
1400000US36061005200,"Census Tract 52, New York County, New York",161815,null,41499,null
1400000US36061005400,"Census Tract 54, New York County, New York",168171,null,19371,null
1400000US36061005501,"Census Tract 55.01, New York County, New York",168711,null,37344,null
1400000US36061005502,"Census Tract 55.02, New York County, New York",118803,null,12956,null
1400000US36061005600,"Census Tract 56, New York County, New York",152356,null,54952,null
1400000US36061005700,"Census Tract 57, New York County, New York",187202,null,38052,null
1400000US36061005800,"Census Tract 58, New York County, New York",164167,null,96270,null
1400000US36061005900,"Census Tract 59, New York County, New York",142684,null,34289,null
1400000US36061006000,"Census Tract 60, New York County, New York",170898,null,34285,null
1400000US36061006100,"Census Tract 61, New York County, New York",206375,null,68645,null
1400000US36061006200,"Census Tract 62, New York County, New York",86976,null,14345,null
1400000US36061006300,"Census Tract 63, New York County, New York",153063,null,26934,null
1400000US36061006400,"Census Tract 64, New York County, New York",103591,null,16386,null
1400000US36061006500,"Census Tract 65, New York County, New York",102460,null,8830,null
1400000US36061006600,"Census Tract 66, New York County, New York",93966,null,40608,null
1400000US36061006700,"Census Tract 67, New York County, New York",113889,null,23495,null
1400000US36061006800,"Census Tract 68, New York County, New York",138224,null,21646,null
1400000US36061006900,"Census Tract 69, New York County, New York",214063,null,63905,null
1400000US36061007001,"Census Tract 70.01, New York County, New York",86441,null,51787,null
1400000US36061007002,"Census Tract 70.02, New York County, New York",117222,null,30133,null
1400000US36061007100,"Census Tract 71, New York County, New York",169348,null,40254,null
1400000US36061007200,"Census Tract 72, New York County, New York",138800,null,39194,null
1400000US36061007300,"Census Tract 73, New York County, New York",141458,null,34594,null
1400000US36061007400,"Census Tract 74, New York County, New York",149519,null,46274,null
1400000US36061007500,"Census Tract 75, New York County, New York",113115,null,29041,null
1400000US36061007600,"Census Tract 76, New York County, New York",102266,null,39684,null
1400000US36061007700,"Census Tract 77, New York County, New York",133594,null,21605,null
1400000US36061007800,"Census Tract 78, New York County, New York",130144,null,19745,null
1400000US36061007900,"Census Tract 79, New York County, New York",116034,null,29149,null
1400000US36061008000,"Census Tract 80, New York County, New York",135142,null,24452,null
1400000US36061008100,"Census Tract 81, New York County, New York",142404,null,42202,null
1400000US36061008200,"Census Tract 82, New York County, New York",154681,null,35978,null
1400000US36061008300,"Census Tract 83, New York County, New York",53750,null,27609,null
1400000US36061008400,"Census Tract 84, New York County, New York",190208,null,68908,null
1400000US36061008601,"Census Tract 86.01, New York County, New York",150750,null,22143,null
1400000US36061008602,"Census Tract 86.02, New York County, New York",-,-,**,**
1400000US36061008603,"Census Tract 86.03, New York County, New York",193561,null,14680,null
1400000US36061008700,"Census Tract 87, New York County, New York",152774,null,36005,null
1400000US36061008800,"Census Tract 88, New York County, New York",128383,null,24950,null
1400000US36061008900,"Census Tract 89, New York County, New York",106761,null,48773,null
1400000US36061009000,"Census Tract 90, New York County, New York",137143,null,26041,null
1400000US36061009100,"Census Tract 91, New York County, New York",152946,null,51893,null
1400000US36061009200,"Census Tract 92, New York County, New York",145345,null,37413,null
1400000US36061009300,"Census Tract 93, New York County, New York",85225,null,24717,null
1400000US36061009400,"Census Tract 94, New York County, New York",153365,null,68632,null
1400000US36061009500,"Census Tract 95, New York County, New York",136944,null,33284,null
1400000US36061009600,"Census Tract 96, New York County, New York",152917,null,103300,null
1400000US36061009700,"Census Tract 97, New York County, New York",63031,null,18879,null
1400000US36061009800,"Census Tract 98, New York County, New York",106392,null,17609,null
1400000US36061009901,"Census Tract 99.01, New York County, New York","250,000+","250,000+",***,***
1400000US36061009902,"Census Tract 99.02, New York County, New York",134928,null,38087,null
1400000US36061009903,"Census Tract 99.03, New York County, New York",159276,null,67105,null
1400000US36061010000,"Census Tract 100, New York County, New York",80691,null,51042,null
1400000US36061010100,"Census Tract 101, New York County, New York",96333,null,29329,null
1400000US36061010200,"Census Tract 102, New York County, New York",80951,null,29826,null
1400000US36061010300,"Census Tract 103, New York County, New York",106738,null,42189,null
1400000US36061010400,"Census Tract 104, New York County, New York",127845,null,30178,null
1400000US36061010601,"Census Tract 106.01, New York County, New York",215594,null,89656,null
1400000US36061010602,"Census Tract 106.02, New York County, New York",184135,null,47209,null
1400000US36061010801,"Census Tract 108.01, New York County, New York",153438,null,55942,null
1400000US36061010802,"Census Tract 108.02, New York County, New York",133910,null,17654,null
1400000US36061010803,"Census Tract 108.03, New York County, New York",162813,null,47648,null
1400000US36061010900,"Census Tract 109, New York County, New York",171528,null,37781,null
1400000US36061011000,"Census Tract 110, New York County, New York",146983,null,17917,null
1400000US36061011100,"Census Tract 111, New York County, New York",114383,null,18190,null
1400000US36061011201,"Census Tract 112.01, New York County, New York",192411,null,78863,null
1400000US36061011202,"Census Tract 112.02, New York County, New York",171250,null,93068,null
1400000US36061011203,"Census Tract 112.03, New York County, New York",159375,null,43453,null
1400000US36061011300,"Census Tract 113, New York County, New York",81875,null,44897,null
1400000US36061011401,"Census Tract 114.01, New York County, New York","250,000+","250,000+",***,***
1400000US36061011402,"Census Tract 114.02, New York County, New York",197120,null,122870,null
1400000US36061011500,"Census Tract 115, New York County, New York",129226,null,38248,null
1400000US36061011600,"Census Tract 116, New York County, New York",85714,null,37904,null
1400000US36061011700,"Census Tract 117, New York County, New York",139797,null,37314,null
1400000US36061011800,"Census Tract 118, New York County, New York",147434,null,28488,null
1400000US36061011900,"Census Tract 119, New York County, New York",18750,null,9996,null
1400000US36061012000,"Census Tract 120, New York County, New York",184444,null,57250,null
1400000US36061012101,"Census Tract 121.01, New York County, New York",69124,null,21977,null
1400000US36061012102,"Census Tract 121.02, New York County, New York",51419,null,12789,null
1400000US36061012200,"Census Tract 122, New York County, New York",221458,null,53094,null
1400000US36061012400,"Census Tract 124, New York County, New York",133482,null,28207,null
1400000US36061012500,"Census Tract 125, New York County, New York",112205,null,28230,null
1400000US36061012601,"Census Tract 126.01, New York County, New York",90857,null,14601,null
1400000US36061012602,"Census Tract 126.02, New York County, New York",170853,null,5617,null
1400000US36061012700,"Census Tract 127, New York County, New York",121713,null,43855,null
1400000US36061012800,"Census Tract 128, New York County, New York",139674,null,56784,null
1400000US36061012901,"Census Tract 129.01, New York County, New York",122908,null,31043,null
1400000US36061012902,"Census Tract 129.02, New York County, New York",85450,null,13230,null
1400000US36061013000,"Census Tract 130, New York County, New York",204485,null,76059,null
1400000US36061013100,"Census Tract 131, New York County, New York",98472,null,18243,null
1400000US36061013201,"Census Tract 132.01, New York County, New York",121544,null,61624,null
1400000US36061013202,"Census Tract 132.02, New York County, New York",61745,null,47384,null
1400000US36061013203,"Census Tract 132.03, New York County, New York",107327,null,54321,null
1400000US36061013300,"Census Tract 133, New York County, New York",87225,null,28963,null
1400000US36061013400,"Census Tract 134, New York County, New York",107672,null,28299,null
1400000US36061013501,"Census Tract 135.01, New York County, New York",91319,null,46120,null
1400000US36061013502,"Census Tract 135.02, New York County, New York",-,-,**,**
1400000US36061013601,"Census Tract 136.01, New York County, New York",215956,null,135219,null
1400000US36061013602,"Census Tract 136.02, New York County, New York",103953,null,33641,null
1400000US36061013603,"Census Tract 136.03, New York County, New York",100066,null,20495,null
1400000US36061013604,"Census Tract 136.04, New York County, New York",111964,null,34239,null
1400000US36061013700,"Census Tract 137, New York County, New York",166194,null,50869,null
1400000US36061013800,"Census Tract 138, New York County, New York",154332,null,27741,null
1400000US36061013900,"Census Tract 139, New York County, New York",100153,null,21376,null
1400000US36061014000,"Census Tract 140, New York County, New York",123607,null,40173,null
1400000US36061014200,"Census Tract 142, New York County, New York",185078,null,59686,null
1400000US36061014300,"Census Tract 143, New York County, New York",-,-,**,**
1400000US36061014401,"Census Tract 144.01, New York County, New York",154893,null,64920,null
1400000US36061014402,"Census Tract 144.02, New York County, New York",129355,null,19889,null
1400000US36061014500,"Census Tract 145, New York County, New York",170577,null,29060,null
1400000US36061014601,"Census Tract 146.01, New York County, New York",113866,null,22901,null
1400000US36061014602,"Census Tract 146.02, New York County, New York",109823,null,14188,null
1400000US36061014700,"Census Tract 147, New York County, New York",203264,null,23086,null
1400000US36061014801,"Census Tract 148.01, New York County, New York",164643,null,23151,null
1400000US36061014802,"Census Tract 148.02, New York County, New York",125927,null,25754,null
1400000US36061014900,"Census Tract 149, New York County, New York",150703,null,19497,null
1400000US36061015001,"Census Tract 150.01, New York County, New York",196771,null,46147,null
1400000US36061015002,"Census Tract 150.02, New York County, New York","250,000+","250,000+",***,***
1400000US36061015101,"Census Tract 151.01, New York County, New York",41530,null,26445,null
1400000US36061015102,"Census Tract 151.02, New York County, New York",140420,null,58496,null
1400000US36061015200,"Census Tract 152, New York County, New York",94345,null,31810,null
1400000US36061015301,"Census Tract 153.01, New York County, New York",127705,null,33083,null
1400000US36061015302,"Census Tract 153.02, New York County, New York",145352,null,28091,null
1400000US36061015401,"Census Tract 154.01, New York County, New York",102092,null,22647,null
1400000US36061015402,"Census Tract 154.02, New York County, New York",115123,null,24182,null
1400000US36061015403,"Census Tract 154.03, New York County, New York",92129,null,52864,null
1400000US36061015501,"Census Tract 155.01, New York County, New York",183693,null,46955,null
1400000US36061015502,"Census Tract 155.02, New York County, New York",122671,null,27539,null
1400000US36061015601,"Census Tract 156.01, New York County, New York",93015,null,22545,null
1400000US36061015602,"Census Tract 156.02, New York County, New York",75125,null,30766,null
1400000US36061015700,"Census Tract 157, New York County, New York",137048,null,17255,null
1400000US36061015801,"Census Tract 158.01, New York County, New York",159375,null,34937,null
1400000US36061015802,"Census Tract 158.02, New York County, New York",91439,null,19734,null
1400000US36061015900,"Census Tract 159, New York County, New York",165189,null,31230,null
1400000US36061016001,"Census Tract 160.01, New York County, New York","250,000+","250,000+",***,***
1400000US36061016002,"Census Tract 160.02, New York County, New York",115500,null,26705,null
1400000US36061016100,"Census Tract 161, New York County, New York",126350,null,23752,null
1400000US36061016200,"Census Tract 162, New York County, New York",26406,null,13954,null
1400000US36061016300,"Census Tract 163, New York County, New York",124821,null,29928,null
1400000US36061016400,"Census Tract 164, New York County, New York",28065,null,11448,null
1400000US36061016500,"Census Tract 165, New York County, New York",184691,null,34650,null
1400000US36061016600,"Census Tract 166, New York County, New York",47778,null,20611,null
1400000US36061016700,"Census Tract 167, New York County, New York",203711,null,23417,null
1400000US36061016800,"Census Tract 168, New York County, New York",27222,null,12216,null
1400000US36061016900,"Census Tract 169, New York County, New York",131097,null,21264,null
1400000US36061017000,"Census Tract 170, New York County, New York",37367,null,8527,null
1400000US36061017100,"Census Tract 171, New York County, New York",143036,null,47481,null
1400000US36061017200,"Census Tract 172, New York County, New York",32828,null,22924,null
1400000US36061017300,"Census Tract 173, New York County, New York",106992,null,37267,null
1400000US36061017401,"Census Tract 174.01, New York County, New York",30770,null,7636,null
1400000US36061017402,"Census Tract 174.02, New York County, New York",52188,null,13725,null
1400000US36061017500,"Census Tract 175, New York County, New York",143609,null,39724,null
1400000US36061017700,"Census Tract 177, New York County, New York",101250,null,37854,null
1400000US36061017800,"Census Tract 178, New York County, New York",59881,null,15609,null
1400000US36061017900,"Census Tract 179, New York County, New York",114939,null,17926,null
1400000US36061018000,"Census Tract 180, New York County, New York",22326,null,10014,null
1400000US36061018100,"Census Tract 181, New York County, New York",95620,null,12671,null
1400000US36061018200,"Census Tract 182, New York County, New York",31480,null,13263,null
1400000US36061018300,"Census Tract 183, New York County, New York",150000,null,62239,null
1400000US36061018400,"Census Tract 184, New York County, New York",24007,null,6534,null
1400000US36061018500,"Census Tract 185, New York County, New York",148984,null,58286,null
1400000US36061018600,"Census Tract 186, New York County, New York",37023,null,10457,null
1400000US36061018700,"Census Tract 187, New York County, New York",137179,null,18451,null
1400000US36061018800,"Census Tract 188, New York County, New York",30000,null,12685,null
1400000US36061018900,"Census Tract 189, New York County, New York",32284,null,9866,null
1400000US36061019000,"Census Tract 190, New York County, New York",72692,null,20206,null
1400000US36061019100,"Census Tract 191, New York County, New York",131132,null,28760,null
1400000US36061019200,"Census Tract 192, New York County, New York",16593,null,4518,null
1400000US36061019300,"Census Tract 193, New York County, New York",50250,null,26012,null
1400000US36061019400,"Census Tract 194, New York County, New York",20846,null,11143,null
1400000US36061019500,"Census Tract 195, New York County, New York",87083,null,15114,null
1400000US36061019600,"Census Tract 196, New York County, New York",18066,null,3038,null
1400000US36061019701,"Census Tract 197.01, New York County, New York",31111,null,14382,null
1400000US36061019702,"Census Tract 197.02, New York County, New York",83854,null,37676,null
1400000US36061019800,"Census Tract 198, New York County, New York",85083,null,36520,null
1400000US36061019900,"Census Tract 199, New York County, New York",87453,null,29936,null
1400000US36061020000,"Census Tract 200, New York County, New York",62194,null,21400,null
1400000US36061020101,"Census Tract 201.01, New York County, New York",155250,null,47343,null
1400000US36061020102,"Census Tract 201.02, New York County, New York",90375,null,22346,null
1400000US36061020300,"Census Tract 203, New York County, New York",56419,null,9964,null
1400000US36061020500,"Census Tract 205, New York County, New York",150347,null,62244,null
1400000US36061020600,"Census Tract 206, New York County, New York",41783,null,14463,null
1400000US36061020701,"Census Tract 207.01, New York County, New York",62848,null,13538,null
1400000US36061020800,"Census Tract 208, New York County, New York",91780,null,33007,null
1400000US36061020901,"Census Tract 209.01, New York County, New York",30380,null,15493,null
1400000US36061021000,"Census Tract 210, New York County, New York",33409,null,14473,null
1400000US36061021100,"Census Tract 211, New York County, New York",64328,null,20988,null
1400000US36061021200,"Census Tract 212, New York County, New York",67483,null,26016,null
1400000US36061021303,"Census Tract 213.03, New York County, New York",55096,null,17223,null
1400000US36061021400,"Census Tract 214, New York County, New York",60335,null,4270,null
1400000US36061021500,"Census Tract 215, New York County, New York",47241,null,9567,null
1400000US36061021600,"Census Tract 216, New York County, New York",66506,null,18026,null
1400000US36061021703,"Census Tract 217.03, New York County, New York",-,-,**,**
1400000US36061021800,"Census Tract 218, New York County, New York",50156,null,26227,null
1400000US36061021900,"Census Tract 219, New York County, New York",23536,null,6778,null
1400000US36061022000,"Census Tract 220, New York County, New York",90239,null,23523,null
1400000US36061022102,"Census Tract 221.02, New York County, New York",104688,null,36264,null
1400000US36061022200,"Census Tract 222, New York County, New York",55846,null,12262,null
1400000US36061022301,"Census Tract 223.01, New York County, New York",53573,null,14326,null
1400000US36061022302,"Census Tract 223.02, New York County, New York",31500,null,20790,null
1400000US36061022400,"Census Tract 224, New York County, New York",47266,null,12635,null
1400000US36061022500,"Census Tract 225, New York County, New York",52441,null,14665,null
1400000US36061022600,"Census Tract 226, New York County, New York",52333,null,8468,null
1400000US36061022700,"Census Tract 227, New York County, New York",62566,null,21761,null
1400000US36061022800,"Census Tract 228, New York County, New York",72784,null,16907,null
1400000US36061022900,"Census Tract 229, New York County, New York",54442,null,14503,null
1400000US36061023000,"Census Tract 230, New York County, New York",35225,null,9276,null
1400000US36061023100,"Census Tract 231, New York County, New York",52280,null,7716,null
1400000US36061023200,"Census Tract 232, New York County, New York",39091,null,6939,null
1400000US36061023300,"Census Tract 233, New York County, New York",72135,null,18717,null
1400000US36061023400,"Census Tract 234, New York County, New York",57873,null,11418,null
1400000US36061023501,"Census Tract 235.01, New York County, New York",69275,null,9617,null
1400000US36061023502,"Census Tract 235.02, New York County, New York",47171,null,20428,null
1400000US36061023600,"Census Tract 236, New York County, New York",41653,null,10651,null
1400000US36061023700,"Census Tract 237, New York County, New York",55164,null,17097,null
1400000US36061023802,"Census Tract 238.02, New York County, New York",108140,null,21454,null
1400000US36061023803,"Census Tract 238.03, New York County, New York",77227,null,18306,null
1400000US36061023804,"Census Tract 238.04, New York County, New York",148179,null,26101,null
1400000US36061023900,"Census Tract 239, New York County, New York",36690,null,4692,null
1400000US36061024000,"Census Tract 240, New York County, New York",-,-,**,**
1400000US36061024100,"Census Tract 241, New York County, New York",54829,null,9487,null
1400000US36061024200,"Census Tract 242, New York County, New York",34795,null,3673,null
1400000US36061024301,"Census Tract 243.01, New York County, New York",66510,null,10595,null
1400000US36061024302,"Census Tract 243.02, New York County, New York",23506,null,5538,null
1400000US36061024500,"Census Tract 245, New York County, New York",43084,null,4135,null
1400000US36061024700,"Census Tract 247, New York County, New York",57298,null,25689,null
1400000US36061024900,"Census Tract 249, New York County, New York",62986,null,23022,null
1400000US36061025100,"Census Tract 251, New York County, New York",39196,null,17342,null
1400000US36061025300,"Census Tract 253, New York County, New York",60502,null,4387,null
1400000US36061025500,"Census Tract 255, New York County, New York",83358,null,27931,null
1400000US36061025700,"Census Tract 257, New York County, New York",80375,null,18336,null
1400000US36061025900,"Census Tract 259, New York County, New York",73723,null,17419,null
1400000US36061026100,"Census Tract 261, New York County, New York",51646,null,15165,null
1400000US36061026300,"Census Tract 263, New York County, New York",50056,null,14195,null
1400000US36061026500,"Census Tract 265, New York County, New York",85431,null,7378,null
1400000US36061026700,"Census Tract 267, New York County, New York",57847,null,21918,null
1400000US36061026900,"Census Tract 269, New York County, New York",53899,null,10468,null
1400000US36061027100,"Census Tract 271, New York County, New York",76563,null,19592,null
1400000US36061027300,"Census Tract 273, New York County, New York",101036,null,9114,null
1400000US36061027500,"Census Tract 275, New York County, New York",119022,null,16529,null
1400000US36061027700,"Census Tract 277, New York County, New York",21525,null,12292,null
1400000US36061027900,"Census Tract 279, New York County, New York",48513,null,9816,null
1400000US36061028100,"Census Tract 281, New York County, New York",91809,null,16881,null
1400000US36061028300,"Census Tract 283, New York County, New York",61625,null,6503,null
1400000US36061028500,"Census Tract 285, New York County, New York",51389,null,8532,null
1400000US36061028700,"Census Tract 287, New York County, New York",63163,null,14627,null
1400000US36061029100,"Census Tract 291, New York County, New York",49804,null,6699,null
1400000US36061029300,"Census Tract 293, New York County, New York",52171,null,14336,null
1400000US36061029500,"Census Tract 295, New York County, New York",77384,null,8872,null
1400000US36061029700,"Census Tract 297, New York County, New York",-,-,**,**
1400000US36061029900,"Census Tract 299, New York County, New York",20926,null,9777,null
1400000US36061030300,"Census Tract 303, New York County, New York",81528,null,11891,null
1400000US36061030700,"Census Tract 307, New York County, New York",96250,null,11027,null
1400000US36061030900,"Census Tract 309, New York County, New York",33475,null,9704,null
1400000US36061031100,"Census Tract 311, New York County, New York",-,-,**,**
1400000US36061031703,"Census Tract 317.03, New York County, New York","250,000+","250,000+",***,***
1400000US36061031704,"Census Tract 317.04, New York County, New York",184087,null,33635,null
1400000US36061031900,"Census Tract 319, New York County, New York",-,-,**,**
1400000US36081000101,"Census Tract 1.01, Queens County, New York",150208,null,47696,null
1400000US36081000102,"Census Tract 1.02, Queens County, New York",186875,null,24547,null
1400000US36081000103,"Census Tract 1.03, Queens County, New York",-,-,**,**
1400000US36081000104,"Census Tract 1.04, Queens County, New York",-,-,**,**
1400000US36081000200,"Census Tract 2, Queens County, New York",72500,null,23354,null
1400000US36081000400,"Census Tract 4, Queens County, New York",69148,null,7420,null
1400000US36081000600,"Census Tract 6, Queens County, New York",95921,null,18487,null
1400000US36081000701,"Census Tract 7.01, Queens County, New York",151771,null,40757,null
1400000US36081000702,"Census Tract 7.02, Queens County, New York",110159,null,24113,null
1400000US36081000800,"Census Tract 8, Queens County, New York",69643,null,21733,null
1400000US36081001000,"Census Tract 10, Queens County, New York",100343,null,15466,null
1400000US36081001200,"Census Tract 12, Queens County, New York",83113,null,20874,null
1400000US36081001400,"Census Tract 14, Queens County, New York",72455,null,10319,null
1400000US36081001600,"Census Tract 16, Queens County, New York",83663,null,7363,null
1400000US36081001800,"Census Tract 18, Queens County, New York",85163,null,31402,null
1400000US36081001901,"Census Tract 19.01, Queens County, New York",151705,null,58798,null
1400000US36081001902,"Census Tract 19.02, Queens County, New York",130610,null,26881,null
1400000US36081001903,"Census Tract 19.03, Queens County, New York",145526,null,35490,null
1400000US36081002000,"Census Tract 20, Queens County, New York",93264,null,18785,null
1400000US36081002200,"Census Tract 22, Queens County, New York",68583,null,25772,null
1400000US36081002400,"Census Tract 24, Queens County, New York",72563,null,23773,null
1400000US36081002500,"Census Tract 25, Queens County, New York",19036,null,5515,null
1400000US36081002600,"Census Tract 26, Queens County, New York",112425,null,16663,null
1400000US36081002800,"Census Tract 28, Queens County, New York",69836,null,10234,null
1400000US36081003000,"Census Tract 30, Queens County, New York",74250,null,24690,null
1400000US36081003100,"Census Tract 31, Queens County, New York",99531,null,30741,null
1400000US36081003200,"Census Tract 32, Queens County, New York",-,-,**,**
1400000US36081003301,"Census Tract 33.01, Queens County, New York",136116,null,7236,null
1400000US36081003302,"Census Tract 33.02, Queens County, New York",41016,null,22681,null
1400000US36081003400,"Census Tract 34, Queens County, New York",69199,null,14826,null
1400000US36081003600,"Census Tract 36, Queens County, New York",79850,null,16993,null
1400000US36081003700,"Census Tract 37, Queens County, New York",-,-,**,**
1400000US36081003800,"Census Tract 38, Queens County, New York",79318,null,17795,null
1400000US36081003900,"Census Tract 39, Queens County, New York",46565,null,917,null
1400000US36081004001,"Census Tract 40.01, Queens County, New York",82308,null,13276,null
1400000US36081004002,"Census Tract 40.02, Queens County, New York",51650,null,42470,null
1400000US36081004200,"Census Tract 42, Queens County, New York",66250,null,23841,null
1400000US36081004300,"Census Tract 43, Queens County, New York",19504,null,7241,null
